"Season","League","Player","Team","Age","Position","Goal-Scoring","Attack","Possession","Defense","Physical","Goalkeeping","PosRank","Grade"
"2025/26","Liga Revelação U23","L. Baruti","Estoril U23",20,"CF",56.25,48.02,20.83,45.37,43.06,0,33,"E"
"2025/26","Liga Revelação U23","Rudi Almeida","Famalicão U23",20,"CF",81.6,58.53,46.11,65.28,51.39,0,10,"C"
"2025/26","Liga Revelação U23","Nuno Patrício","Sporting Braga U23",20,"CF",46.18,47.02,47.5,35.19,40.28,0,25,"D"
"2025/26","Liga Revelação U23","Jefer Gonjo","Leixões U23",20,"CF",78.12,85.71,70.56,73.84,65.83,0,1,"S"
"2025/26","Liga Revelação U23","Renato Valente","Vizela U23",20,"CF",28.47,51.59,78.06,72.92,61.94,0,6,"B"
"2025/26","Liga Revelação U23","Taewon Kim","Portimonense U23",20,"CF",46.53,53.97,80.56,55.56,48.06,0,7,"B"
"2025/26","Liga Revelação U23","I. Siga","Estrela Amadora U23",21,"CF",40.62,45.04,66.67,68.52,62.22,0,11,"C"
"2025/26","Liga Revelação U23","Isaac","Santa Clara U23",21,"CF",31.25,35.52,58.06,78.24,53.61,0,17,"C"
"2025/26","Liga Revelação U23","Gabriel Cardoso","Farense U23",21,"CF",31.25,47.82,62.78,24.07,30.56,0,23,"D"
"2025/26","Liga Revelação U23","Afonso Freitas","Marítimo U23",21,"CF",32.99,53.57,42.78,65.74,72.78,0,15,"C"
"2025/26","Liga Revelação U23","Leonardo Oliveira","Farense U23",21,"CF",63.19,67.46,58.33,37.5,54.17,0,9,"C"
"2025/26","Liga Revelação U23","Kaique Rodrigues","Academico Viseu U23",21,"CF",83.33,75.2,56.39,59.26,70.56,0,4,"B"
"2025/26","Liga Revelação U23","Kahuan Vinicius","Torreense U23",21,"CF",34.03,32.74,27.22,60.65,40.56,0,34,"E"
"2025/26","Liga Revelação U23","S. Osei","Marítimo U23",22,"CF",57.29,59.52,43.89,45.14,55.28,0,16,"C"
"2025/26","Liga Revelação U23","Daniel Silva","Santa Clara U23",22,"CF",67.36,56.35,35.83,48.61,50.83,0,20,"D"
"2025/26","Liga Revelação U23","Miguel Rajani","Leixões U23",22,"CF",91.67,75,71.67,40.05,56.39,0,5,"B"
"2025/26","Liga Revelação U23","K. Edwards","Estoril U23",22,"CF",31.25,34.92,26.94,28.24,23.61,0,35,"F"
"2025/26","Liga Revelação U23","M. Kaba","Gil Vicente U23",23,"CF",77.43,85.91,47.78,78.01,72.78,0,2,"S"
"2025/26","Liga Revelação U23","Jardeu","Portimonense U23",27,"CF",61.11,54.17,52.5,34.72,41.94,0,21,"D"
"2025/26","Liga Revelação U23","Romário Cunha","Sporting Braga U23",17,"GK",0,0,0,0,0,41.38,22,"D"
"2025/26","Liga Revelação U23","João Afonso","Santa Clara U23",18,"GK",0,0,0,0,0,74.71,1,"S"
"2025/26","Liga Revelação U23","Lourenço Rodrigues","Portimonense U23",18,"GK",0,0,0,0,0,41.09,24,"D"
"2025/26","Liga Revelação U23","Miguel Gouveia","Sporting CP U23",18,"GK",0,0,0,0,0,67.82,5,"A"
"2025/26","Liga Revelação U23","Afonso Manso","Estrela Amadora U23",18,"GK",0,0,0,0,0,49.71,14,"C"
"2025/26","Liga Revelação U23","Tomé Sousa","Farense U23",19,"GK",0,0,0,0,0,35.06,26,"E"
"2025/26","Liga Revelação U23","Goncalo Da Silva","Benfica U23",19,"GK",0,0,0,0,0,47.13,17,"C"
"2025/26","Liga Revelação U23","F. Lowe","Estoril U23",19,"GK",0,0,0,0,0,60.34,8,"B"
"2025/26","Liga Revelação U23","D. Clara","Sporting CP U23",19,"GK",0,0,0,0,0,72.13,2,"S"
"2025/26","Liga Revelação U23","André Moreira","Famalicão U23",19,"GK",0,0,0,0,0,26.72,29,"F"
"2025/26","Liga Revelação U23","Tiago Ribeiro","Rio Ave U23",19,"GK",0,0,0,0,0,50.57,12,"C"
"2025/26","Liga Revelação U23","A. Voitinovičius","Benfica U23",19,"GK",0,0,0,0,0,50,13,"C"
"2025/26","Liga Revelação U23","T. Von Hellens","Marítimo U23",19,"GK",0,0,0,0,0,41.38,23,"D"
"2025/26","Liga Revelação U23","Diogo Clara","Sporting CP U23",19,"GK",0,0,0,0,0,66.09,7,"A"
"2025/26","Liga Revelação U23","Miguel Vieira","Gil Vicente U23",19,"GK",0,0,0,0,0,47.13,18,"C"
"2025/26","Liga Revelação U23","Pedro Dinis","Vizela U23",20,"GK",0,0,0,0,0,33.91,27,"E"
"2025/26","Liga Revelação U23","Tomas Gomes","Portimonense U23",20,"GK",0,0,0,0,0,43.68,20,"D"
"2025/26","Liga Revelação U23","Luís Pires","Vizela U23",21,"GK",0,0,0,0,0,30.17,28,"F"
"2025/26","Liga Revelação U23","Hugo Sousa","Torreense U23",21,"GK",0,0,0,0,0,42.53,21,"D"
"2025/26","Liga Revelação U23","Wesley","Leixões U23",21,"GK",0,0,0,0,0,58.62,10,"B"
"2025/26","Liga Revelação U23","Rui Vieira","Estrela Amadora U23",21,"GK",0,0,0,0,0,37.64,25,"E"
"2025/26","Liga Revelação U23","A. Picornell","Gil Vicente U23",21,"GK",0,0,0,0,0,60.06,9,"B"
"2025/26","Liga Revelação U23","Fábio Sousa","UD Leiria U23",21,"GK",0,0,0,0,0,70.69,4,"S"
"2025/26","Liga Revelação U23","Carlos","Academico Viseu U23",22,"GK",0,0,0,0,0,48.28,16,"C"
"2025/26","Liga Revelação U23","Pedro Gomes","Marítimo U23",22,"GK",0,0,0,0,0,49.71,15,"C"
"2025/26","Liga Revelação U23","Gabriel Cabral","Famalicão U23",22,"GK",0,0,0,0,0,66.38,6,"A"
"2025/26","Liga Revelação U23","Pedro Virgínia","Rio Ave U23",22,"GK",0,0,0,0,0,46.84,19,"C"
"2025/26","Liga Revelação U23","João Cardoso","Leixões U23",22,"GK",0,0,0,0,0,51.72,11,"C"
"2025/26","Liga Revelação U23","Gustavo Ramalho","Torreense U23",23,"GK",0,0,0,0,0,71.84,3,"S"
"2024/25","Liga 3","Ni","Académica",22,"CB",93.13,59.36,59.15,54.69,42.39,0,18,"B"
"2024/25","Liga 3","Welisson Santos","Trofense",25,"CB",91.9,65.69,25.92,70.42,54.93,0,15,"B"
"2024/25","Liga 3","Romário Carvalho","CF Os Belenenses",31,"CB",88.03,62.68,49.15,39.79,45.92,0,46,"C"
"2024/25","Liga 3","João Muniz","Sporting CP II",19,"CB",82.75,46.78,50,28.17,8.31,0,64,"D"
"2024/25","Liga 3","Bruno Faria","Lusitania FC Lourosa",20,"CB",83.1,60.97,38.73,47.18,40.42,0,41,"C"
"2024/25","Liga 3","Afonso Pinto","CF Os Belenenses",21,"CB",89.26,74.75,43.38,53.29,68.87,0,21,"B"
"2024/25","Liga 3","Marcos Valente","Lusitania FC Lourosa",31,"CB",71.65,48.69,45.63,50.35,38.87,0,40,"C"
"2024/25","Liga 3","D. Collard","Lusitania FC Lourosa",25,"CB",88.2,66.7,63.94,60.33,47.75,0,7,"A"
"2024/25","Liga 3","Rafael Tavares","São João Ver",26,"CB",65.49,61.27,75.77,47.65,41.27,0,16,"B"
"2024/25","Liga 3","João Matos","Sporting Braga II",22,"CB",78.35,43.96,36.34,42.84,30.99,0,60,"D"
"2024/25","Liga 3","José Pedro","Sporting Braga II",23,"CB",80.81,58.65,53.66,36.97,42.39,0,49,"C"
"2024/25","Liga 3","Gabriel Passos","CF Os Belenenses",23,"CB",79.75,64.49,17.75,30.28,51.83,0,67,"E"
"2024/25","Liga 3","André Serra","Académica",26,"CB",81.51,56.54,57.89,66.55,55.63,0,9,"A"
"2024/25","Liga 3","Eduardo Monteiro","Caldas",22,"CB",83.98,84.71,36.34,67.72,81.69,0,6,"A"
"2024/25","Liga 3","Derick","Lusitânia",22,"CB",77.99,52.82,56.76,77.46,42.54,0,4,"S"
"2024/25","Liga 3","Duarte Henriques","Atlético CP",22,"CB",75.88,60.46,79.01,66.67,50.7,0,2,"S"
"2024/25","Liga 3","Pedro Covelinhas","Varzim",25,"CB",76.06,78.07,62.96,35.09,68.17,0,33,"B"
"2024/25","Liga 3","Fábio Baldé","São João Ver",24,"CB",70.25,47.79,64.23,56.22,61.69,0,22,"B"
"2024/25","Liga 3","Nuno Tomás","CF Os Belenenses",29,"CB",80.81,57.44,44.93,71.6,58.59,0,11,"A"
"2024/25","Liga 3","Diogo Vila","Amarante",35,"CB",52.99,36.22,21.83,33.8,24.08,0,70,"F"
"2024/25","Liga 3","S. Commey","Trofense",20,"CB",71.48,60.26,37.18,71.13,34.93,0,13,"A"
"2024/25","Liga 3","Tiago Simões","1º Dezembro",24,"CB",70.77,63.08,46.2,42.37,60.7,0,42,"C"
"2024/25","Liga 3","Bruno Almeida","Atlético CP",24,"CB",62.68,41.65,23.24,65.85,53.24,0,39,"C"
"2024/25","Liga 3","Eduardo Aguiar","Amarante",24,"CB",56.16,42.25,26.34,34.62,46.06,0,68,"E"
"2024/25","Liga 3","Zé Oliveira","Varzim",29,"CB",64.44,42.15,36.48,51.88,36.34,0,52,"C"
"2024/25","Liga 3","J. Faria","Vilaverdense",34,"CB",50.7,34.1,48.87,67.14,48.73,0,31,"B"
"2024/25","Liga 3","David Santos","Sporting Covilhã",23,"CB",64.79,51.91,39.58,63.03,57.75,0,30,"B"
"2024/25","Liga 3","Rodrigo Rêgo","Varzim",23,"CB",56.69,60.66,81.97,65.73,51.69,0,1,"S"
"2024/25","Liga 3","Kevin Lopez","Caldas",24,"CB",55.63,57.55,42.82,58.33,56.62,0,32,"B"
"2024/25","Liga 3","A. Ibrahim","Vilaverdense",26,"CB",45.77,66.2,52.11,36.74,73.38,0,44,"C"
"2024/25","Liga 3","L. Henriques","Varzim",21,"CB",69.19,81.59,57.46,40.49,70.85,0,28,"B"
"2024/25","Liga 3","Diogo Nascimento","Oliveira Hospital",22,"CB",44.01,35.61,54.51,79.81,49.58,0,8,"A"
"2024/25","Liga 3","Cesinha","1º Dezembro",24,"CB",40.67,36.32,44.93,23.59,39.15,0,69,"E"
"2024/25","Liga 3","Francisco Saldanha","Trofense",24,"CB",62.85,81.79,72.68,33.1,64.79,0,27,"B"
"2024/25","Liga 3","João Batista","Fafe",27,"CB",45.6,46.98,46.06,44.84,46.62,0,51,"C"
"2024/25","Liga 3","João Filipe","Amarante",25,"CB",49.12,38.53,41.97,55.05,47.04,0,47,"C"
"2024/25","Liga 3","Leandro Teixeira","Fafe",27,"CB",47.71,55.63,61.13,35.92,47.89,0,48,"C"
"2024/25","Liga 3","João Freitas","1º Dezembro",33,"CB",54.93,64.69,83.8,54.93,57.61,0,5,"S"
"2024/25","Liga 3","R. Dias","Sporting CP II",0,"CB",33.27,67.1,70.14,34.98,56.9,0,35,"C"
"2024/25","Liga 3","Eduardo Felicissimo","Sporting CP II",18,"CB",15.85,30.38,82.39,32.75,37.89,0,54,"C"
"2024/25","Liga 3","Lucas Taibo","Sporting CP II",19,"CB",30.63,51.81,59.44,30.16,62.11,0,56,"D"
"2024/25","Liga 3","Jónatas Noro","Sporting Braga II",19,"CB",16.55,20.82,47.46,49.06,32.96,0,59,"D"
"2024/25","Liga 3","Miguel Alves","Sporting CP II",19,"CB",26.76,38.73,66.76,58.45,47.89,0,25,"B"
"2024/25","Liga 3","Alcobia","União Santarém",21,"CB",46.3,50.5,67.46,51.88,55.21,0,26,"B"
"2024/25","Liga 3","Rui Carreira","Oliveira Hospital",21,"CB",27.29,48.69,42.96,38.62,44.79,0,57,"D"
"2024/25","Liga 3","David Moreira","Sporting CP II",21,"CB",13.73,49.9,65.21,20.77,62.25,0,61,"D"
"2024/25","Liga 3","Matheus Dario","Sanjoanense",21,"CB",52.82,66.9,45.07,77.11,77.89,0,3,"S"
"2024/25","Liga 3","Fernando Loureiro","Sanjoanense",22,"CB",25.18,31.19,66.48,56.1,38.59,0,34,"B"
"2024/25","Liga 3","Vasco Coelho","Vilaverdense",22,"CB",39.08,61.77,25.49,53.29,57.18,0,43,"C"
"2024/25","Liga 3","Gonçalo Cunha","Trofense",22,"CB",37.85,50.5,57.61,58.69,55.77,0,20,"B"
"2024/25","Liga 3","Edu Borges","Lusitânia",22,"CB",15.85,14.99,71.27,70.77,26.48,0,19,"B"
"2024/25","Liga 3","Junilson Cá","Anadia",22,"CB",23.94,54.43,57.89,42.37,65.92,0,38,"C"
"2024/25","Liga 3","Duarte Maneta","Sanjoanense",22,"CB",22.89,34.21,50,58.22,66.76,0,37,"C"
"2024/25","Liga 3","Gonçalo Zuzarte","Vilaverdense",22,"CB",25.35,55.03,41.69,71.95,67.89,0,12,"A"
"2024/25","Liga 3","Rodrigo Beirão","Sporting Braga II",22,"CB",35.39,64.49,71.27,46.13,62.54,0,17,"B"
"2024/25","Liga 3","Eduardo Barbosa","Vilaverdense",22,"CB",46.65,75.75,29.44,30.87,82.25,0,58,"D"
"2024/25","Liga 3","Kauan Ferreira","União Santarém",22,"CB",48.24,52.41,32.11,30.75,51.97,0,66,"E"
"2024/25","Liga 3","Afonso Simão","Oliveira Hospital",24,"CB",48.06,73.64,31.83,56.34,67.75,0,29,"B"
"2024/25","Liga 3","Tiago Caveira","Sporting Covilhã",24,"CB",31.34,25.96,34.08,65.73,46.9,0,45,"C"
"2024/25","Liga 3","Zé Simão","Sporting Covilhã",24,"CB",12.85,12.98,39.72,51.53,35.92,0,62,"D"
"2024/25","Liga 3","Pablo Veloso","Oliveira Hospital",24,"CB",37.32,39.74,51.69,30.05,39.01,0,65,"D"
"2024/25","Liga 3","Chicão","Varzim",24,"CB",26.23,22.33,23.52,68.19,33.66,0,53,"C"
"2024/25","Liga 3","André Amaral","Lusitânia",25,"CB",25.35,51.11,35.35,68.08,75.35,0,24,"B"
"2024/25","Liga 3","Talison","Atlético CP",25,"CB",27.99,35.01,57.32,57.16,41.41,0,36,"C"
"2024/25","Liga 3","Nuca","Anadia",26,"CB",32.57,51.31,43.66,44.13,47.75,0,50,"C"
"2024/25","Liga 3","Rui Bruno","Sanjoanense",26,"CB",30.46,41.05,59.72,66.2,52.96,0,14,"B"
"2024/25","Liga 3","Pedro Gaio","Anadia",27,"CB",26.94,38.03,63.66,35.09,47.61,0,55,"D"
"2024/25","Liga 3","Diogo Izata","Anadia",28,"CB",15.14,28.17,64.37,30.4,40.99,0,63,"D"
"2024/25","Liga 3","Edgar Almeida","São João Ver",32,"CB",23.24,29.28,76.2,70.89,46.2,0,10,"A"
"2024/25","Liga 3","Thomas Militão","Caldas",33,"CB",37.32,50.91,51.69,60.56,46.9,0,23,"B"
"2024/25","Liga 3","Jaime Simões","União Santarém",35,"CB",36.44,31.89,36.34,21.13,24.37,0,71,"F"
"2024/25","Liga 3","Rúben Furtado","Sporting Braga II",19,"FB & WB",97.6,84.2,33.85,14.58,49.04,0,43,"E"
"2024/25","Liga 3","Jefinho","Lusitânia",23,"FB & WB",91.35,73.63,43.85,32.53,55.19,0,30,"D"
"2024/25","Liga 3","Nhayson","Caldas",25,"FB & WB",86.78,66.21,29.62,62.82,51.54,0,19,"C"
"2024/25","Liga 3","Luís Filipe","Sporting Covilhã",23,"FB & WB",82.69,79.67,49.81,46.47,52.88,0,14,"B"
"2024/25","Liga 3","Evandro Barros","CF Os Belenenses",25,"FB & WB",83.65,86.13,42.69,52.56,69.62,0,13,"B"
"2024/25","Liga 3","Rúben Filipe","Amarante",27,"FB & WB",72.84,52.88,40.19,57.05,46.92,0,25,"C"
"2024/25","Liga 3","Ricardo Tavares","Sanjoanense",29,"FB & WB",54.09,40.38,68.65,77.72,44.62,0,6,"A"
"2024/25","Liga 3","Daniel Liberal","Anadia",24,"FB & WB",79.33,54.67,42.12,49.36,52.69,0,29,"D"
"2024/25","Liga 3","Vítinha","Sanjoanense",26,"FB & WB",56.73,58.24,78.85,66.99,49.42,0,2,"S"
"2024/25","Liga 3","Nuninho","Trofense",27,"FB & WB",84.13,75,39.04,64.9,58.08,0,11,"B"
"2024/25","Liga 3","Pedro Araújo","União Santarém",25,"FB & WB",80.05,55.63,53.27,87.02,63.46,0,3,"S"
"2024/25","Liga 3","Ruca","São João Ver",34,"FB & WB",76.2,59.62,69.62,64.74,58.27,0,4,"A"
"2024/25","Liga 3","Francisco Chissumba","Sporting Braga II",19,"FB & WB",70.67,50.96,49.42,57.37,50.96,0,23,"C"
"2024/25","Liga 3","João Vigário","Fafe",29,"FB & WB",67.07,78.71,78.08,39.74,76.35,0,9,"A"
"2024/25","Liga 3","P. Sagna","União Santarém",34,"FB & WB",65.62,59.34,67.12,62.34,59.04,0,10,"A"
"2024/25","Liga 3","André Ferreira","Sporting Braga II",22,"FB & WB",65.62,64.84,51.92,61.7,56.15,0,12,"B"
"2024/25","Liga 3","Joel Ferreira","Trofense",33,"FB & WB",78.61,44.78,68.65,74.04,40.77,0,7,"A"
"2024/25","Liga 3","Michel Camargos","Oliveira Hospital",25,"FB & WB",69.23,71.7,38.46,54.49,65,0,17,"C"
"2024/25","Liga 3","Rui Silva","1º Dezembro",29,"FB & WB",50.96,54.53,58.27,17.63,46.73,0,44,"E"
"2024/25","Liga 3","David Dinamite","Atlético CP",30,"FB & WB",62.98,39.42,60.19,54.81,34.23,0,24,"C"
"2024/25","Liga 3","Diogo Brasido","CF Os Belenenses",21,"FB & WB",58.89,56.18,37.88,41.51,65,0,35,"D"
"2024/25","Liga 3","Paulinho","Atlético CP",33,"FB & WB",61.3,39.56,48.46,42.79,25.58,0,39,"E"
"2024/25","Liga 3","Rafael Peixoto","Sporting Covilhã",20,"FB & WB",17.31,30.36,38.27,44.07,54.04,0,49,"F"
"2024/25","Liga 3","David Lopes","Caldas",20,"FB & WB",35.58,35.71,45.58,48.08,29.81,0,38,"E"
"2024/25","Liga 3","Rui Santos","Sanjoanense",21,"FB & WB",31.01,48.08,36.35,47.76,61.54,0,37,"D"
"2024/25","Liga 3","Obama Ribeiro","Amarante",22,"FB & WB",18.51,26.92,48.46,54.81,50,0,36,"D"
"2024/25","Liga 3","Leandro Dias","Sporting Braga II",22,"FB & WB",32.45,52.88,64.23,18.59,53.27,0,41,"E"
"2024/25","Liga 3","B. Camara","Vilaverdense",23,"FB & WB",33.17,40.52,33.85,69.39,62.5,0,27,"C"
"2024/25","Liga 3","B. Godwin","Amarante",23,"FB & WB",44.23,67.03,41.73,56.89,82.12,0,16,"C"
"2024/25","Liga 3","João Ricardo","União Santarém",23,"FB & WB",33.41,40.66,48.65,57.53,49.62,0,28,"C"
"2024/25","Liga 3","Filipe Garcia","Sporting Covilhã",25,"FB & WB",34.86,40.66,60.58,60.58,51.35,0,18,"C"
"2024/25","Liga 3","Ricardo Isabelinha","Lusitânia",25,"FB & WB",62.02,64.84,30.19,28.85,55.38,0,46,"E"
"2024/25","Liga 3","Didier Mosquera","Lusitânia",25,"FB & WB",20.19,18.13,38.27,74.68,29.23,0,32,"D"
"2024/25","Liga 3","Breno Pais","Lusitânia",25,"FB & WB",31.73,35.44,78.46,74.68,47.88,0,5,"A"
"2024/25","Liga 3","Francisco Ferreira","Académica",26,"FB & WB",50.72,50.69,47.69,60.1,52.88,0,21,"C"
"2024/25","Liga 3","Armando Lopes","Varzim",26,"FB & WB",52.88,75.27,45.38,67.31,71.15,0,8,"A"
"2024/25","Liga 3","Elvis","Académica",27,"FB & WB",31.97,35.03,21.92,59.29,46.35,0,45,"E"
"2024/25","Liga 3","Gonçalo Pimenta","Varzim",28,"FB & WB",37.98,47.66,47.88,17.47,36.92,0,52,"F"
"2024/25","Liga 3","Diogo Castro","Lusitania FC Lourosa",28,"FB & WB",23.56,50.69,86.92,71.47,61.35,0,1,"S"
"2024/25","Liga 3","Tiago André","Trofense",28,"FB & WB",60.1,79.53,46.92,31.57,76.92,0,26,"C"
"2024/25","Liga 3","Miguel Pereira","Fafe",29,"FB & WB",47.84,56.32,72.69,37.5,52.69,0,20,"C"
"2024/25","Liga 3","João Lucas","Anadia",29,"FB & WB",33.41,39.56,40.77,33.97,48.46,0,50,"F"
"2024/25","Liga 3","Gonçalo Maria","CF Os Belenenses",29,"FB & WB",25.96,31.04,25.96,76.12,43.85,0,31,"D"
"2024/25","Liga 3","Tito Júnior","Atlético CP",29,"FB & WB",49.52,40.52,40,36.86,37.5,0,48,"F"
"2024/25","Liga 3","Diogo Clemente","Caldas",29,"FB & WB",21.63,19.51,74.62,34.46,16.35,0,42,"E"
"2024/25","Liga 3","Lisandro Menezes","1º Dezembro",29,"FB & WB",46.39,31.59,20.19,59.94,37.12,0,47,"E"
"2024/25","Liga 3","Rafael Viegas","São João Ver",31,"FB & WB",35.1,65.8,50.96,25.64,70.38,0,34,"D"
"2024/25","Liga 3","Rúben Freitas","Académica",32,"FB & WB",18.75,11.54,64.23,51.76,23.46,0,40,"E"
"2024/25","Liga 3","Tiago Cerveira","Lusitania FC Lourosa",32,"FB & WB",32.69,32.28,54.62,27.24,18.85,0,51,"F"
"2024/25","Liga 3","Jorge Bernardo","1º Dezembro",33,"FB & WB",19.47,28.71,64.62,63.78,48.46,0,22,"C"
"2024/25","Liga 3","Joel Monteiro","Varzim",34,"FB & WB",43.03,56.18,48.08,36.06,54.23,0,33,"D"
"2024/25","Liga 3","Vítor Bruno","Académica",35,"FB & WB",28.12,50.55,81.92,40.38,54.81,0,15,"C"
"2024/25","Liga 3","Cláudio Araújo","Varzim",22,"MF",99.14,86.7,60,23.42,51.72,0,16,"B"
"2024/25","Liga 3","Guilherme  Paula","Sporting Covilhã",20,"MF",96.12,92.73,22.59,27.44,66.9,0,33,"C"
"2024/25","Liga 3","Pepo","Caldas",31,"MF",85.13,71.55,57.07,8.33,30.69,0,43,"D"
"2024/25","Liga 3","Leandro Silva","Académica",31,"MF",82.76,70.44,81.72,48.71,60.52,0,3,"S"
"2024/25","Liga 3","Diogo Ramalho","Sporting Covilhã",25,"MF",88.36,90.02,56.21,54.89,85,0,1,"S"
"2024/25","Liga 3","Vasco Gomes","Académica",24,"MF",79.31,60.71,54.48,33.91,51.9,0,32,"C"
"2024/25","Liga 3","Pedro Matos","Sanjoanense",27,"MF",89.44,86.33,53.28,60.2,74.14,0,2,"S"
"2024/25","Liga 3","Zimbabwé","Anadia",32,"MF",81.03,40.02,41.03,52.59,25.52,0,46,"D"
"2024/25","Liga 3","Rafael Besugo","Sporting CP II",21,"MF",70.69,66.87,55,16.67,41.21,0,42,"D"
"2024/25","Liga 3","Ricardo Apolinário","União Santarém",26,"MF",74.57,38.92,22.93,55.75,22.07,0,51,"E"
"2024/25","Liga 3","Tokinho","Lusitania FC Lourosa",28,"MF",66.38,46.8,47.24,48.99,38.1,0,37,"C"
"2024/25","Liga 3","António Montez","Académica",23,"MF",82.97,67.98,27.93,56.18,44.48,0,25,"C"
"2024/25","Liga 3","Barbosa","São João Ver",26,"MF",77.16,66.75,65.69,59.2,60.52,0,6,"A"
"2024/25","Liga 3","Rúben Gonçalves","Fafe",26,"MF",80.82,78.69,69.83,27.3,58.62,0,11,"B"
"2024/25","Liga 3","Hélder Pedro","Amarante",31,"MF",71.34,74.01,24.66,39.66,63.79,0,38,"C"
"2024/25","Liga 3","Vasco Braga","Fafe",31,"MF",75.43,65.27,79.31,28.74,31.03,0,15,"B"
"2024/25","Liga 3","Diego Rodrigues","Sporting Braga II",19,"MF",63.79,66.5,48.45,55.32,83.62,0,13,"B"
"2024/25","Liga 3","M. Sako","Vilaverdense",23,"MF",45.69,36.45,61.72,32.76,32.41,0,48,"D"
"2024/25","Liga 3","Renato Soares","Lusitania FC Lourosa",26,"MF",80.17,78.57,37.07,36.93,48.28,0,27,"C"
"2024/25","Liga 3","Mairlon Oliveira","Oliveira Hospital",19,"MF",59.48,37.32,54.66,67.1,46.55,0,24,"C"
"2024/25","Liga 3","Tomás Silva","Oliveira Hospital",21,"MF",71.55,85.47,52.59,55.89,88.45,0,4,"S"
"2024/25","Liga 3","Rúben Marques","Atlético CP",30,"MF",59.05,45.81,76.9,58.19,53.1,0,9,"A"
"2024/25","Liga 3","Marco Grilo","União Santarém",31,"MF",43.97,43.1,70.69,59.34,42.41,0,14,"B"
"2024/25","Liga 3","Cuca","CF Os Belenenses",34,"MF",51.29,36.33,48.1,31.32,36.55,0,56,"E"
"2024/25","Liga 3","Diogo Paulo","CF Os Belenenses",23,"MF",47.84,49.88,84.66,60.2,51.9,0,5,"A"
"2024/25","Liga 3","Rúben Oliveira","Varzim",30,"MF",56.03,61.7,50.17,54.6,42.59,0,20,"B"
"2024/25","Liga 3","David Brás","Oliveira Hospital",30,"MF",42.46,51.35,53.28,50.29,44.66,0,26,"C"
"2024/25","Liga 3","F. Okoli","Amarante",27,"MF",35.78,26.35,43.79,64.22,37.93,0,45,"D"
"2024/25","Liga 3","Henrique Arreiol","Sporting CP II",19,"MF",33.19,39.53,67.59,18.1,38.45,0,50,"E"
"2024/25","Liga 3","Guilherme Barbosa","Sporting Braga II",19,"MF",32.11,22.78,34.83,59.91,36.03,0,54,"E"
"2024/25","Liga 3","Yanis Rocha","Sporting Braga II",20,"MF",32.54,50.37,24.14,60.2,78.62,0,40,"D"
"2024/25","Liga 3","Legatheaux","Lusitânia",23,"MF",18.32,26.6,42.24,68.25,40.34,0,41,"D"
"2024/25","Liga 3","Afonso Valente","1º Dezembro",24,"MF",36.42,42,75.69,73.56,51.38,0,7,"A"
"2024/25","Liga 3","Rodrigo Guedes","Amarante",24,"MF",22.2,36.21,44.14,51.58,45.69,0,47,"D"
"2024/25","Liga 3","Nico","Vilaverdense",24,"MF",51.51,75.12,22.41,40.37,69.14,0,39,"C"
"2024/25","Liga 3","Bavikson Biai","Lusitânia",24,"MF",16.16,11.33,63.97,72.99,43.79,0,35,"C"
"2024/25","Liga 3","Tomás Azevedo","Lusitânia",24,"MF",25,47.04,54.48,73.56,57.93,0,10,"B"
"2024/25","Liga 3","Lucas Henrique","Académica",24,"MF",56.25,63.18,43.1,37.5,50,0,36,"C"
"2024/25","Liga 3","L. Salgado","Sporting Covilhã",24,"MF",42.24,51.72,34.48,60.34,69.66,0,31,"C"
"2024/25","Liga 3","Hugo Alves","Vilaverdense",25,"MF",39.66,57.02,45.17,59.63,70.17,0,22,"B"
"2024/25","Liga 3","J. Sinisterra","Anadia",25,"MF",43.75,46.31,37.59,66.38,49.48,0,30,"C"
"2024/25","Liga 3","M. Silva","Trofense",25,"MF",30.6,41.01,63.28,69.11,56.9,0,12,"B"
"2024/25","Liga 3","O. Diagne","Trofense",26,"MF",31.25,37.56,24.31,53.3,43.79,0,55,"E"
"2024/25","Liga 3","David Teles","Anadia",26,"MF",45.47,55.54,76.9,38.79,48.97,0,18,"B"
"2024/25","Liga 3","Paulo Lima","São João Ver",26,"MF",42.03,41.87,40.69,69.97,47.59,0,28,"C"
"2024/25","Liga 3","Filipe Maio","Sporting Covilhã",26,"MF",25,43.6,36.9,42.39,54.48,0,49,"E"
"2024/25","Liga 3","Henrique Martins","Lusitania FC Lourosa",27,"MF",21.77,18.97,70.34,80.17,33.79,0,19,"B"
"2024/25","Liga 3","Xavi Fernandes","CF Os Belenenses",27,"MF",54.96,66.75,22.93,27.44,67.76,0,52,"E"
"2024/25","Liga 3","Tiago Santos","1º Dezembro",27,"MF",22.63,26.23,34.14,57.18,45,0,53,"E"
"2024/25","Liga 3","Vítor Pisco","Sanjoanense",28,"MF",39.87,47.04,57.24,32.18,52.07,0,44,"D"
"2024/25","Liga 3","Diogo Pereira","Lusitania FC Lourosa",29,"MF",47.2,58.87,62.93,43.97,56.9,0,21,"B"
"2024/25","Liga 3","Y. Valencia","Caldas",30,"MF",28.02,24.38,46.03,75.57,44.66,0,34,"C"
"2024/25","Liga 3","Filipe Cardoso","Fafe",30,"MF",41.16,33.87,53.45,65.8,36.9,0,29,"C"
