"Season","League","Player","Team","Age","Position","Goal-Scoring","Attack","Possession","Defense","Physical","Goalkeeping","PosRank","Grade"
"2025/26","Campeonato de Portugal","Gonçalo Cardoso","Vila Real",25,"CB",58.21,53.09,43.08,80.77,55.15,0,12,"A"
"2025/26","Campeonato de Portugal","N. Machado","Bragança",25,"CB",53.18,50.04,49.11,55.28,52.84,0,74,"C"
"2025/26","Campeonato de Portugal","Fábio Baldé","Leça",25,"CB",41.57,39.39,81.66,29.04,40.83,0,118,"D"
"2025/26","Campeonato de Portugal","W. Vieira Santana","Machico",25,"CB",46.3,53.68,26.69,54.73,71.36,0,108,"C"
"2025/26","Campeonato de Portugal","Zé Simão","Oliveira Hospital",25,"CB",56.21,48.35,51.78,54.09,62.37,0,79,"C"
"2025/26","Campeonato de Portugal","João Guerra","Sintrense",25,"CB",54.07,79.59,40.71,43.79,77.34,0,80,"C"
"2025/26","Campeonato de Portugal","João Paulo","Mortágua ",25,"CB",48.15,54.14,71.78,65.63,50.41,0,13,"A"
"2025/26","Campeonato de Portugal","Welson Lopes","Vasco da Gama Vidigueira",25,"CB",52.07,72.53,44.08,73.37,62.78,0,10,"A"
"2025/26","Campeonato de Portugal","Hugo Meireles","Alpendorada",25,"CB",73.52,61.75,55.56,20.66,51.66,0,146,"D"
"2025/26","Campeonato de Portugal","Rodrigo Coutinho","Naval 1º de Maio",25,"CB",70.78,56.51,73.49,72.39,67.99,0,7,"A"
"2025/26","Campeonato de Portugal","Tiago Araújo","Vianense",25,"CB",56.8,74.22,53.31,63.26,65.86,0,16,"B"
"2025/26","Campeonato de Portugal","Jorge Passas","Bragança",25,"CB",61.61,63.65,30.24,63.41,63.61,0,51,"C"
"2025/26","Campeonato de Portugal","Eddy","Bragança",25,"CB",43.12,43.45,52.19,49.85,40.3,0,96,"C"
"2025/26","Campeonato de Portugal","Manu Ribeiro","Benfica Castelo Branco",25,"CB",45.12,54.52,49.47,35.7,44.38,0,124,"D"
"2025/26","Campeonato de Portugal","Celso Vieira","UD da Serra",26,"CB",67.31,44.34,43.37,40.93,39.64,0,133,"D"
"2025/26","Campeonato de Portugal","Francisco Gomes","Sintrense",26,"CB",42.01,54.69,68.4,38.66,49.47,0,91,"C"
"2025/26","Campeonato de Portugal","Aquino","FC Serpa",26,"CB",97.93,93.53,40.06,23.47,65.56,0,114,"D"
"2025/26","Campeonato de Portugal","D. Andrade","Vasco da Gama Vidigueira",26,"CB",22.19,31.02,74.2,54.64,45.74,0,62,"C"
"2025/26","Campeonato de Portugal","Zé Pimenta","Os Limianos",26,"CB",69.53,62.98,71.6,87.33,70.53,0,1,"S"
"2025/26","Campeonato de Portugal","Fostino Manga","Tirsense",26,"CB",91.79,57.35,40.47,55.82,40.83,0,76,"C"
"2025/26","Campeonato de Portugal","Filipe Soares","Moncarapachense",26,"CB",76.18,70.75,55.27,48.13,57.63,0,48,"C"
"2025/26","Campeonato de Portugal","Simão Fernandes","Marialvas",26,"CB",65.53,52.07,52.37,32.59,34.56,0,132,"D"
"2025/26","Campeonato de Portugal","Ricardo Costa","Vila Meã",26,"CB",40.53,67.16,65.21,27.02,60.3,0,111,"C"
"2025/26","Campeonato de Portugal","Matheus Costa","Salgueiros",26,"CB",24.33,27.43,42.66,76.08,45.21,0,49,"C"
"2025/26","Campeonato de Portugal","I. Muhammad","Camacha",26,"CB",83.58,57.19,40.24,55.67,44.62,0,77,"C"
"2025/26","Campeonato de Portugal","L. Sousa Mendes","Brito",26,"CB",20.27,34.36,40.41,25.94,30.36,0,163,"E"
"2025/26","Campeonato de Portugal","Rodrigo Dias","Cinfães",26,"CB",34.76,51.44,42.66,54.73,56.39,0,87,"C"
"2025/26","Campeonato de Portugal","Diogo Abdul","Beira-Mar",27,"CB",85.58,53.3,32.96,75.2,42.96,0,30,"B"
"2025/26","Campeonato de Portugal","Leonardo Dias","Juventude Évora",27,"CB",51.55,43.36,37.57,49.06,42.96,0,119,"D"
"2025/26","Campeonato de Portugal","Nuca","O Elvas",27,"CB",87.35,76.37,60.24,55.13,76.92,0,22,"B"
"2025/26","Campeonato de Portugal","J. Gomes Ferreira Sousa Pessoa","Gouveia",27,"CB",78.99,82.16,50.95,69.92,76.15,0,9,"A"
"2025/26","Campeonato de Portugal","Manuel Gutierrez","Ribeira Brava",27,"CB",53.4,29.8,42.01,47.98,19.94,0,136,"D"
"2025/26","Campeonato de Portugal","Rodrigo Alírio","Camacha",27,"CB",48.96,46.2,57.57,56.31,51.18,0,58,"C"
"2025/26","Campeonato de Portugal","Emerson Gomes","O Elvas",27,"CB",46.6,48.69,52.72,34.91,45.86,0,128,"D"
"2025/26","Campeonato de Portugal","Carimo Conté","Atlético Malveira",27,"CB",54.51,52.2,62.72,49.26,53.85,0,67,"C"
"2025/26","Campeonato de Portugal","Tiago Cavadas","Louletano",27,"CB",64.5,52.16,62.54,45.61,52.19,0,84,"C"
"2025/26","Campeonato de Portugal","Gustavo","Resende",27,"CB",65.75,51.01,48.17,41.81,37.16,0,112,"C"
"2025/26","Campeonato de Portugal","Miguel Rosário","Vitória de Sernache",27,"CB",67.46,41.46,60.77,53.7,37.57,0,75,"C"
"2025/26","Campeonato de Portugal","André Serra","Cinfães",27,"CB",19.01,31.02,51.12,43.79,38.99,0,131,"D"
"2025/26","Campeonato de Portugal","Sandro Fonseca","Rebordosa",28,"CB",25.07,37.62,25.33,33.63,46.21,0,161,"E"
"2025/26","Campeonato de Portugal","Dénis Martins","Vitória de Sernache",28,"CB",34.39,59.76,57.46,24.31,63.43,0,139,"D"
"2025/26","Campeonato de Portugal","Alexandre Costa","Ribeira Brava",28,"CB",29.22,25.44,58.7,42.31,25.62,0,134,"D"
"2025/26","Campeonato de Portugal","Tomazi","Cinfães",28,"CB",94.45,74.85,49.94,56.26,66.69,0,29,"B"
"2025/26","Campeonato de Portugal","N. Pereira","Portimonense II",28,"CB",42.9,46.87,28.52,25.54,36.92,0,164,"E"
"2025/26","Campeonato de Portugal","Mateus","Naval 1º de Maio",28,"CB",42.68,37.91,47.04,41.12,35.86,0,138,"D"
"2025/26","Campeonato de Portugal","Gilson Correia","Juventude Évora",28,"CB",70.12,60.82,40.89,43.74,45.15,0,110,"C"
"2025/26","Campeonato de Portugal","João","Florgrade",29,"CB",77.74,63.65,50.89,37.92,66.69,0,106,"C"
"2025/26","Campeonato de Portugal","E. Sarpong","Aparecida",29,"CB",75.74,49.75,35.86,62.72,40.18,0,72,"C"
"2025/26","Campeonato de Portugal","Diogo Nunes","Leça",29,"CB",61.46,61.37,74.5,44.53,72.49,0,44,"B"
"2025/26","Campeonato de Portugal","João Gomes","Alcochetense",29,"CB",45.04,40.96,36.09,26.58,28.22,0,162,"E"
"2025/26","Campeonato de Portugal","João Cunha","Tirsense",29,"CB",24.33,25.91,30.06,20.81,29.59,0,168,"F"
"2025/26","Campeonato de Portugal","Luís Pimenta","Os Limianos",29,"CB",22.86,22.23,69.23,31.11,16.57,0,151,"D"
"2025/26","Campeonato de Portugal","Breno Freitas","JD Lajense",29,"CB",84.17,65.05,36.51,54.73,43.91,0,73,"C"
"2025/26","Campeonato de Portugal","Bastian","Moncarapachense",29,"CB",57.17,41.84,32.13,61.05,49.64,0,95,"C"
"2025/26","Campeonato de Portugal","Carlos Mendes","Celoricense",30,"CB",86.17,79.12,58.82,55.57,53.14,0,18,"B"
"2025/26","Campeonato de Portugal","Ricardo Carvalho","AR São Martinho",30,"CB",80.7,57.61,52.6,32.94,31.3,0,122,"D"
"2025/26","Campeonato de Portugal","Emanuel","FC Serpa",30,"CB",30.4,40.53,59.59,58.88,70.18,0,57,"C"
"2025/26","Campeonato de Portugal","Rui Rodrigues","UD da Serra",30,"CB",28.92,63.78,84.62,21.01,68.64,0,105,"C"
"2025/26","Campeonato de Portugal","Ailton Tavares","Lagoa",30,"CB",87.5,68.93,54.67,57.5,39.35,0,27,"B"
"2025/26","Campeonato de Portugal","G. Benjumea","Juventude Évora",30,"CB",80.84,47.13,30.36,44.92,29.35,0,137,"D"
"2025/26","Campeonato de Portugal","Rui Filipe","Rebordosa",31,"CB",46.01,46.37,41.12,51.97,60.06,0,103,"C"
"2025/26","Campeonato de Portugal","Amadeu","Vila Meã",31,"CB",66.79,70.96,45.03,46.2,61.66,0,78,"C"
"2025/26","Campeonato de Portugal","Pepe","Alpendorada",31,"CB",70.41,62.89,45.86,51.23,52.37,0,71,"C"
"2025/26","Campeonato de Portugal","Vini","Salgueiros",31,"CB",72.78,50.89,41.12,67.5,52.49,0,38,"B"
"2025/26","Campeonato de Portugal","Ricardo Bouças","Monção",31,"CB",33.8,47.21,59.29,62.82,65.38,0,33,"B"
"2025/26","Campeonato de Portugal","Deritson Lopes","Oriental Lisboa",31,"CB",26.41,33.26,49.88,37.97,51.01,0,145,"D"
"2025/26","Campeonato de Portugal","Pedro Meneses","Vila Meã",31,"CB",44.01,56.68,63.31,82.4,64.14,0,5,"A"
"2025/26","Campeonato de Portugal","E. Jesus Cruz Vincent","Eléctrico",31,"CB",28.18,37.36,37.28,66.47,44.44,0,83,"C"
"2025/26","Campeonato de Portugal","Paéco","Eléctrico",31,"CB",80.4,80.22,37.87,62.13,60.59,0,25,"B"
"2025/26","Campeonato de Portugal","J. Moreno","Chaves II",32,"CB",24.63,41.29,65.44,62.62,57.87,0,34,"B"
"2025/26","Campeonato de Portugal","Sérgio Silva","Beira-Mar",32,"CB",66.27,42.9,42.43,42.75,45.68,0,129,"D"
"2025/26","Campeonato de Portugal","David Crespo","Oriental Lisboa",32,"CB",29.14,51.73,67.4,31.26,66.92,0,113,"D"
"2025/26","Campeonato de Portugal","Luís Oliveira","Peniche",32,"CB",81.66,65.17,43.73,45.12,32.43,0,93,"C"
"2025/26","Campeonato de Portugal","Romário Carvalho","Sintrense",32,"CB",86.39,66.78,51.6,25.74,45.62,0,130,"D"
"2025/26","Campeonato de Portugal","Laércio Morais","Vianense",33,"CB",52.29,72.15,67.34,31.9,73.25,0,88,"C"
"2025/26","Campeonato de Portugal","Tatiano Pereira","Mortágua ",34,"CB",53.77,51.31,47.04,58.93,52.78,0,59,"C"
"2025/26","Campeonato de Portugal","Luís Miguel","Ribeira Brava",34,"CB",28.92,37.28,46.51,48.13,35.33,0,115,"D"
"2025/26","Campeonato de Portugal","António Pereira","Brito",34,"CB",37.65,53.76,43.91,60.8,70.12,0,56,"C"
"2025/26","Campeonato de Portugal","Ruca","Anadia",35,"CB",64.72,73.16,78.82,35.9,68.64,0,46,"C"
"2025/26","Campeonato de Portugal","Pecks","Salgueiros",36,"CB",82.25,65.05,58.88,56.26,51.01,0,31,"B"
"2025/26","Campeonato de Portugal","Rui Raínho","Florgrade",36,"CB",18.34,57.9,81.83,37.13,73.85,0,65,"C"
"2025/26","Campeonato de Portugal","Hugo Ventosa","Atlético Malveira",36,"CB",40.31,58.83,73.08,58.58,57.4,0,19,"B"
"2025/26","Campeonato de Portugal","Diogo Careca","JD Lajense",36,"CB",19.3,29.16,54.08,35.95,19.23,0,150,"D"
"2025/26","Campeonato de Portugal","Ricardo Machado","Florgrade",37,"CB",54.36,50.34,59.41,49.01,45.74,0,82,"C"
"2025/26","Campeonato de Portugal","T. Correia","Peniche",37,"CB",71.38,45.48,29.17,36.79,17.04,0,156,"E"
"2025/26","Campeonato de Portugal","Fábio Marinheiro","Comércio Indústria",37,"CB",56.73,67.62,33.08,62.33,65.5,0,42,"B"
"2025/26","Campeonato de Portugal","J. Pereira","Brito",20,"FB & WB",41.81,50.43,48.45,42.85,38.65,0,100,"C"
"2025/26","Campeonato de Portugal","J. Salvador","Fátima",25,"FB & WB",33.19,39.77,26.82,77.31,61.62,0,74,"C"
"2025/26","Campeonato de Portugal","Pedro Aires","Gouveia",22,"FB & WB",34.97,26.93,10.2,22.8,23.18,0,148,"F"
"2025/26","Campeonato de Portugal","Goncalo Cadete","Chaves II",19,"FB & WB",44.26,66.7,33.31,40.54,69.86,0,102,"C"
"2025/26","Campeonato de Portugal","Alexandre Corado","FC Serpa",19,"FB & WB",72.97,54.15,40.54,27.53,51.01,0,131,"D"
"2025/26","Campeonato de Portugal","Rodrigo Silva","Mirandela",20,"FB & WB",73.06,68.73,28.58,47.24,56.62,0,88,"C"
"2025/26","Campeonato de Portugal","Lucas Dias","Samora Correira",20,"FB & WB",24.07,24.76,70.34,48.03,23.92,0,93,"C"
"2025/26","Campeonato de Portugal","Rodrigo Catraio","FC Alverca II",20,"FB & WB",81,64.24,53.38,55.69,48.99,0,35,"B"
"2025/26","Campeonato de Portugal","Afonso Ferreira","Gouveia",20,"FB & WB",43.83,43.92,29.19,32.77,33.18,0,139,"D"
"2025/26","Campeonato de Portugal","Diogo Pinto","Aparecida",20,"FB & WB",82.52,50.77,39.39,74.21,39.05,0,39,"B"
"2025/26","Campeonato de Portugal","Henrique Lopes","Mortágua ",20,"FB & WB",39.44,53.91,50.81,80.01,68.18,0,8,"A"
"2025/26","Campeonato de Portugal","T. Bandeiras Dos Santos","Mirandela",20,"FB & WB",33.02,21.04,45.14,50.51,35.34,0,129,"D"
"2025/26","Campeonato de Portugal","Mutaro Sila","Mirandela",20,"FB & WB",28.63,45.27,33.51,50.45,54.19,0,116,"C"
"2025/26","Campeonato de Portugal","I. Julian","FC Alverca II",20,"FB & WB",47.21,59.22,45.74,19.43,43.38,0,132,"D"
"2025/26","Campeonato de Portugal","Carlinhos","Louletano",21,"FB & WB",31.33,46.19,23.04,76.35,68.51,0,72,"C"
"2025/26","Campeonato de Portugal","Diogo Marques","FC Serpa",21,"FB & WB",54.73,55.69,31.28,36.04,51.55,0,128,"D"
"2025/26","Campeonato de Portugal","Miguel Morais","Vila Meã",21,"FB & WB",74.07,64.48,68.04,38.68,50.41,0,48,"B"
"2025/26","Campeonato de Portugal","Gabriel Tiburcio","Oliveira Hospital",21,"FB & WB",31.67,44.93,77.64,35.02,46.62,0,76,"C"
"2025/26","Campeonato de Portugal","Miguel Madeira","Mortágua ",21,"FB & WB",20.86,30.74,40.07,38.06,31.76,0,137,"D"
"2025/26","Campeonato de Portugal","Guilherme Fouto","Vasco da Gama Vidigueira",21,"FB & WB",82.35,71.24,52.43,47.18,59.19,0,45,"B"
"2025/26","Campeonato de Portugal","Óscar Garcia","Benfica Castelo Branco",21,"FB & WB",55.66,49.71,44.32,78.32,71.76,0,26,"B"
"2025/26","Campeonato de Portugal","Gonçalo Ribeiro","Vila Real",21,"FB & WB",23.4,24.42,33.65,69.2,49.05,0,112,"C"
"2025/26","Campeonato de Portugal","L. Moreira","Marialvas",21,"FB & WB",74.07,42.95,50.81,33.73,27.77,0,122,"C"
"2025/26","Campeonato de Portugal","Mateus Santos","Samora Correira",21,"FB & WB",43.24,58.3,56.55,62.11,50.74,0,27,"B"
"2025/26","Campeonato de Portugal","Romeu Abazaj","Mirandela",21,"FB & WB",91.55,62.31,20.14,61.94,44.12,0,82,"C"
"2025/26","Campeonato de Portugal","Simão Lopes","Chaves II",21,"FB & WB",48.48,65.78,77.84,45.89,66.08,0,18,"A"
"2025/26","Campeonato de Portugal","Duarte Bonito","Sintrense",21,"FB & WB",61.49,71.57,45.54,42.34,53.38,0,66,"C"
"2025/26","Campeonato de Portugal","Donato Sabença","JD Lajense",21,"FB & WB",88.85,52.7,57.09,41.1,43.85,0,83,"C"
"2025/26","Campeonato de Portugal","R.  Carreira","Portimonense II",21,"FB & WB",19.09,22.25,27.23,34.01,28.92,0,146,"E"
"2025/26","Campeonato de Portugal","B. Diallo","Marinhense",21,"FB & WB",27.79,38.95,62.5,62.5,55,0,47,"B"
"2025/26","Campeonato de Portugal","Hélder Silva","Brito",21,"FB & WB",44.09,32.48,43.85,32.04,18.18,0,138,"D"
"2025/26","Campeonato de Portugal","Martim Cruz","Sintrense",21,"FB & WB",58.02,58.59,38.45,59.29,36.76,0,63,"B"
"2025/26","Campeonato de Portugal","D. Costa","AR São Martinho",22,"FB & WB",63.43,66.46,45.74,21.62,54.73,0,119,"C"
"2025/26","Campeonato de Portugal","Sylvestre Costa","Anadia",22,"FB & WB",84.38,73.55,63.85,33.73,67.3,0,52,"B"
"2025/26","Campeonato de Portugal","Graça","Ribeira Brava",22,"FB & WB",76.6,52.99,21.55,64.13,49.32,0,90,"C"
"2025/26","Campeonato de Portugal","Francisco Moura","Lusitânia",22,"FB & WB",23.56,24.66,40.07,64.47,42.5,0,110,"C"
"2025/26","Campeonato de Portugal","Fábio Alexandre","AR São Martinho",22,"FB & WB",25.59,34.12,71.96,61.15,46.49,0,44,"B"
"2025/26","Campeonato de Portugal","Pedro Cotão","O Elvas",22,"FB & WB",26.35,48.07,67.03,46.68,50.47,0,61,"B"
"2025/26","Campeonato de Portugal","José Pereira","Tirsense",22,"FB & WB",34.8,41.12,37.77,52.42,33.85,0,113,"C"
"2025/26","Campeonato de Portugal","B. Mané Baldé","Aparecida",22,"FB & WB",25.42,24.95,47.77,74.55,47.7,0,69,"C"
"2025/26","Campeonato de Portugal","G. Sousa","Eléctrico",22,"FB & WB",18.92,19.11,25.95,39.41,28.72,0,145,"E"
"2025/26","Campeonato de Portugal","K. Abdala","Leça",22,"FB & WB",84.63,36.39,61.08,83.16,37.64,0,14,"A"
"2025/26","Campeonato de Portugal","T. Costa","Vilaverdense",22,"FB & WB",22.89,43.53,55.41,32.21,70.41,0,118,"C"
"2025/26","Campeonato de Portugal","Rúben Gonçalves","Chaves II",22,"FB & WB",68.58,73.21,70.61,20.78,51.76,0,70,"C"
"2025/26","Campeonato de Portugal","T. Freitas","Fátima",22,"FB & WB",93.33,74.23,52.3,18.13,36.96,0,111,"C"
"2025/26","Campeonato de Portugal","R. Gonçalves","Portimonense II",22,"FB & WB",19.34,16.17,35.54,35.08,25.34,0,144,"E"
"2025/26","Campeonato de Portugal","Ruca","Anadia",23,"FB & WB",85.81,53.28,31.69,67.45,36.15,0,64,"B"
"2025/26","Campeonato de Portugal","Jair Brito","Louletano",23,"FB & WB",79.73,50.97,50.61,52.25,43.31,0,71,"C"
"2025/26","Campeonato de Portugal","Daniel Pereira","JD Lajense",23,"FB & WB",37.75,44.06,44.12,60.98,56.76,0,75,"C"
"2025/26","Campeonato de Portugal","Sana Mane","Vilaverdense",23,"FB & WB",47.13,64.19,49.46,39.81,72.03,0,79,"C"
"2025/26","Campeonato de Portugal","I. Seidi","Atlético Malveira",23,"FB & WB",58.11,45.99,54.8,80.86,57.84,0,11,"A"
"2025/26","Campeonato de Portugal","Filipe Carvalho","Florgrade",23,"FB & WB",24.32,34.65,73.24,54.45,52.84,0,57,"B"
"2025/26","Campeonato de Portugal","João Rego","Vilaverdense",23,"FB & WB",33.78,49.81,57.03,30.86,48.65,0,115,"C"
"2025/26","Campeonato de Portugal","Diogo Ribeiro","Leça",23,"FB & WB",76.18,62.74,47.16,62.33,60.47,0,32,"B"
"2025/26","Campeonato de Portugal","Miguel Albuquerque","Uniao Lamas",23,"FB & WB",73.23,53.81,47.7,68.36,42.91,0,34,"B"
"2025/26","Campeonato de Portugal","André Santos","Marialvas",24,"FB & WB",68.92,57.43,72.77,69.93,52.97,0,3,"A"
"2025/26","Campeonato de Portugal","Marcos Bebê","Oliveira Hospital",24,"FB & WB",46.28,69.55,67.91,46.85,67.36,0,24,"B"
"2025/26","Campeonato de Portugal","João Mendes","Peniche",24,"FB & WB",57.26,40.83,68.92,53.27,48.24,0,56,"B"
"2025/26","Campeonato de Portugal","Simão Melhôr","Alpendorada",24,"FB & WB",52.03,62.11,51.01,58.61,56.55,0,36,"B"
"2025/26","Campeonato de Portugal","Y. Lobo","Machico",24,"FB & WB",55.74,65.64,76.15,59.4,50.68,0,4,"A"
"2025/26","Campeonato de Portugal","Andre Paço","Florgrade",24,"FB & WB",40.2,53.72,45.54,31.02,67.84,0,121,"C"
"2025/26","Campeonato de Portugal","Ricardo Cabral","FC Serpa",24,"FB & WB",18.58,30.45,55.2,52.87,61.89,0,97,"C"
"2025/26","Campeonato de Portugal","Hugo Ferreira","Os Limianos",24,"FB & WB",41.39,56.08,52.97,73.2,59.12,0,15,"A"
"2025/26","Campeonato de Portugal","Miguel Baptista","Comércio Indústria",24,"FB & WB",18.58,31.81,57.23,51.75,57.64,0,95,"C"
"2025/26","Campeonato de Portugal","J. Muriel","Vitória de Sernache",24,"FB & WB",45.69,62.69,48.45,51.24,66.49,0,58,"B"
"2025/26","Campeonato de Portugal","Filipe Marques","Bragança",24,"FB & WB",63.85,75.43,75.47,48.09,52.97,0,6,"A"
"2025/26","Campeonato de Portugal","P. Veiga","Lagoa",24,"FB & WB",36.91,18.58,38.99,58.45,25.2,0,126,"D"
"2025/26","Campeonato de Portugal","Tiago Carvalho","Monção",24,"FB & WB",71.2,37.64,19.93,31.36,22.16,0,143,"E"
"2025/26","Campeonato de Portugal","Diogo Preto","Benfica Castelo Branco",24,"FB & WB",57.26,62.21,47.03,47.3,68.11,0,68,"C"
"2025/26","Campeonato de Portugal","André Ramalho","Vianense",24,"FB & WB",90.46,76.16,28.24,23.31,41.55,0,127,"D"
"2025/26","Campeonato de Portugal","N. Viana","Oliveira Hospital",24,"FB & WB",89.7,76.06,43.72,24.1,47.23,0,106,"C"
"2025/26","Campeonato de Portugal","Didier Mosquera","Bragança",25,"FB & WB",46.71,45.9,46.35,67.45,50.68,0,53,"B"
"2025/26","Campeonato de Portugal","Miguel Dias","Brito",25,"FB & WB",65.2,54.92,58.11,34.91,57.5,0,92,"C"
"2025/26","Campeonato de Portugal","B. Cruz","Beira-Mar",25,"FB & WB",50.51,29.1,63.85,75.73,36.22,0,31,"B"
"2025/26","Campeonato de Portugal","J. Rosário","Aparecida",25,"FB & WB",39.7,47.06,34.46,59.57,49.8,0,87,"C"
"2025/26","Campeonato de Portugal","David Quimontche","Eléctrico",25,"FB & WB",18.75,32.38,46.55,39.75,47.09,0,130,"D"
"2025/26","Campeonato de Portugal","R. Diogo","Resende",25,"FB & WB",18.58,41.17,64.05,47.86,70.41,0,77,"C"
"2025/26","Campeonato de Portugal","Pedro Vieira","Benfica Castelo Branco",25,"FB & WB",54.22,46.67,26.76,39.92,25.61,0,135,"D"
"2025/26","Campeonato de Portugal","André Guedes","Vitória de Sernache",25,"FB & WB",53.29,76.74,58.04,34.97,82.91,0,54,"B"
"2025/26","Campeonato de Portugal","D. Carvalho","Os Limianos",25,"FB & WB",73.48,55.21,63.18,55.91,42.77,0,33,"B"
"2025/26","Campeonato de Portugal","Gustavo Martins","JD Lajense",25,"FB & WB",71.28,52.9,43.51,24.77,36.28,0,133,"D"
"2025/26","Campeonato de Portugal","Ismael António","Monção",25,"FB & WB",18.07,21.33,23.11,54.22,46.08,0,140,"D"
"2025/26","Campeonato de Portugal","Rodrigo Domingues","Alcochetense",25,"FB & WB",38.01,44.21,43.11,50.79,50.2,0,101,"C"
"2025/26","Campeonato de Portugal","David Xavier","Alcochetense",25,"FB & WB",23.99,48.46,74.86,61.15,77.77,0,17,"A"
"2025/26","Campeonato de Portugal","Vasco Cruz","UD da Serra",25,"FB & WB",84.54,42.66,43.92,76.41,38.85,0,40,"B"
"2025/26","Campeonato de Portugal","Miguel Rosa","Eléctrico",26,"FB & WB",28.29,36.25,27.23,57.88,51.15,0,120,"C"
"2025/26","Campeonato de Portugal","Michel Camargos","Marialvas",26,"FB & WB",88.94,80.89,68.72,35.02,57.09,0,29,"B"
"2025/26","Campeonato de Portugal","Jaílson","Bragança",26,"FB & WB",34.29,62.79,57.23,28.32,67.97,0,96,"C"
"2025/26","Campeonato de Portugal","Cristiano Abreu","Marinhense",26,"FB & WB",29.9,47.83,80.88,25.11,55.47,0,86,"C"
"2025/26","Campeonato de Portugal","J. Tsuno","Monção",26,"FB & WB",48.06,67.28,49.66,63.34,76.15,0,22,"A"
"2025/26","Campeonato de Portugal","Fábio Faria","Moncarapachense",26,"FB & WB",43.92,46.67,58.78,40.77,48.18,0,91,"C"
"2025/26","Campeonato de Portugal","Diogo Miguel","Celoricense",26,"FB & WB",52.87,50.97,17.97,34.4,51.28,0,141,"D"
"2025/26","Campeonato de Portugal","João Martins","Tirsense",26,"FB & WB",27.2,41.84,53.85,86.94,72.84,0,7,"A"
"2025/26","Campeonato de Portugal","Tiago Ferreira","Peniche",26,"FB & WB",92.06,60.47,42.64,60.75,36.55,0,49,"B"
"2025/26","Campeonato de Portugal","Cássio","Os Limianos",27,"FB & WB",58.53,73.84,71.49,42.68,56.08,0,20,"A"
"2025/26","Campeonato de Portugal","Diogo Trindade","Monção",27,"FB & WB",61.06,65.4,78.85,75.34,79.73,0,2,"S"
"2025/26","Campeonato de Portugal","Alphonse Mendes","Comércio Indústria",27,"FB & WB",23.23,29.34,39.19,50.62,29.53,0,125,"D"
"2025/26","Campeonato de Portugal","Fabinho","Moncarapachense",27,"FB & WB",28.21,36,60.61,51.86,37.7,0,80,"C"
"2025/26","Campeonato de Portugal","Nassur Bacém","Moncarapachense",27,"FB & WB",44.59,51.45,30.74,51.41,50.54,0,109,"C"
"2025/26","Campeonato de Portugal","Roberto Coelho","Ribeira Brava",27,"FB & WB",30.07,50.77,39.32,27.93,48.24,0,134,"D"
"2025/26","Campeonato de Portugal","Eury Bento","Atlético Malveira",27,"FB & WB",64.36,60.52,47.77,33.11,55.2,0,104,"C"
"2025/26","Campeonato de Portugal","Iuri Alves","UD da Serra",27,"FB & WB",39.36,50.19,61.49,73.65,58.78,0,9,"A"
"2025/26","Campeonato de Portugal","Marinho","Alcochetense",27,"FB & WB",86.74,79.83,46.82,62.27,63.99,0,10,"A"
"2025/26","Campeonato de Portugal","Ricardo Lamy","Lagoa",27,"FB & WB",34.12,35.09,38.11,69.14,48.04,0,81,"C"
"2025/26","Campeonato de Portugal","Júnior","Juventude Évora",27,"FB & WB",33.19,27.22,39.66,52.42,32.16,0,124,"D"
"2025/26","Campeonato de Portugal","João Mendes","Juventude Évora",27,"FB & WB",19.85,18.48,80.81,68.13,30.41,0,37,"B"
"2025/26","Campeonato de Portugal","C. Tovar","Machico",27,"FB & WB",67.82,56.13,39.53,35.08,52.64,0,117,"C"
"2025/26","Campeonato de Portugal","D. Quiñones","Vila Meã",28,"FB & WB",35.9,50.43,49.46,58.61,64.53,0,60,"B"
"2025/26","Campeonato de Portugal","Elvis","Louletano",28,"FB & WB",56.59,49.28,59.46,74.83,39.32,0,12,"A"
"2025/26","Campeonato de Portugal","Guilherme","Comércio Indústria",28,"FB & WB",76.35,64.91,46.08,49.21,55,0,62,"B"
"2025/26","Campeonato de Portugal","Ézio Pinto","Atlético Malveira",28,"FB & WB",42.15,54.15,40.34,42.74,53.45,0,108,"C"
"2025/26","Campeonato de Portugal","Bruno Kajé","Lusitânia",28,"FB & WB",47.38,61.44,20.34,66.16,62.7,0,73,"C"
